timestamp,query,elapsed_s,jvm_config,executor_memory,memory_fraction,storage_fraction,shuffle_partitions,OnHeapExecutionMemory_MB,OnHeapStorageMemory_MB,OnHeapUnifiedMemory_MB,JVMHeapMemory_MB,ProcessTreeJVMRSS_MB,MinorGCCount,MinorGCTime_ms,MajorGCCount,MajorGCTime_ms
x,1,174.139,reg-g1gc,512m,0.45,0.5,4,5.24,0.87,5.82,210.463,465.863,470.667,2718,0,0
x,1,173.187,reg-g1gc,640m,0.45,0.5,4,9.44,0.83,10.01,218.995,458.778,445.25,2526.25,0,0
x,1,172.726,reg-g1gc,768m,0.45,0.5,4,9.44,0.71,10.01,202.763,428.423,445.333,2495.333,0,0
