timestamp,query,elapsed_s,active_config
20260605_124543,6,6.724,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m
20260605_124543,6,6.294,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m
20260605_124543,6,6.142,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m
20260605_124543,6,6.287,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m
20260605_124543,6,6.276,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m
20260605_124816,6,8.613,q6-x8-sf1-mem512-3-1:0-48part-partbytes32m
20260605_124816,6,8.079,q6-x8-sf1-mem512-3-1:0-48part-partbytes32m
20260605_124816,6,7.695,q6-x8-sf1-mem512-3-1:0-48part-partbytes32m
20260605_124816,6,7.952,q6-x8-sf1-mem512-3-1:0-48part-partbytes32m
20260605_124816,6,7.688,q6-x8-sf1-mem512-3-1:0-48part-partbytes32m
20260605_125046,6,6.848,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m-operationAware
20260605_125046,6,6.526,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m-operationAware
20260605_125046,6,6.766,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m-operationAware
20260605_125046,6,6.57,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m-operationAware
20260605_125046,6,6.699,q6-x8-sf1-mem512-3-1:1-48part-partbytes32m-operationAware
20260605_125321,6,18.989,q6-x8-sf1-mem512-3-1:1-200part-partbytes128m
20260605_125321,6,20.65,q6-x8-sf1-mem512-3-1:1-200part-partbytes128m
20260605_125321,6,20.932,q6-x8-sf1-mem512-3-1:1-200part-partbytes128m
20260605_125321,6,21.003,q6-x8-sf1-mem512-3-1:1-200part-partbytes128m
20260605_125321,6,19.381,q6-x8-sf1-mem512-3-1:1-200part-partbytes128m
