Query1 dietpi liberica mem768m heap min 128,484652,150
Query1 dietpi liberica mem768m heap min 128,486348,159
Query1 dietpi liberica mem768m heap min 128,482516,157
Query1 dietpi liberica mem768m heap min 128 additional,297384,161
