header,maxmem,runtime
Query6 dietpi liberica mem640m default part2,276444,175
Query6 dietpi liberica mem640m default part4,275132,181
Query6 dietpi liberica mem640m default part4,271184,175
Query6 dietpi liberica mem640m default part8,270044,177
Query6 dietpi liberica mem640m default part16,272548,173

