timestamp,query,elapsed_s,jvm_config,executor_memory,memory_fraction,storage_fraction,shuffle_partitions,OnHeapExecutionMemory_MB,OnHeapStorageMemory_MB,OnHeapUnifiedMemory_MB,JVMHeapMemory_MB,ProcessTreeJVMRSS_MB,MinorGCCount,MinorGCTime_ms,MajorGCCount,MajorGCTime_ms
20260223_191457,9,239.617,default,640m,0.45,0.5,4,144.68,4.67,147.25,296.14,605.83,851,7400,8,3527
20260223_192134,9,231.041,default,640m,0.5,0.5,4,162.39,4.7,167.08,331.62,592.8,827,7218,7,2627
20260223_192646,9,226.391,default,640m,0.55,0.5,4,168.82,4.73,173.4,337.98,600.72,865,7360,8,3566
20260223_190300,9,230.834,default,640m,0.6,0.5,4,168.82,5.11,173.4,338.4,596.34,846,7313,8,3544
20260223_193145,9,229.317,default,640m,0.65,0.5,4,168.82,4.63,173.3,346.72,565.85,858,7236,8,3381
20260223_193707,9,229.906,default,640m,0.7,0.5,4,168.82,4.85,173.52,290.53,598.92,856,7198,8,3553
20260223_190935,9,240.396,default,640m,0.75,0.5,4,168.82,4.73,173.4,331.79,570.65,845,7239,8,3503
