timestamp,query,elapsed_s,jvm_config,executor_memory,memory_fraction,storage_fraction,shuffle_partitions,OnHeapExecutionMemory_MB,OnHeapStorageMemory_MB,OnHeapUnifiedMemory_MB,JVMHeapMemory_MB,ProcessTreeJVMRSS_MB,MinorGCCount,MinorGCTime_ms,MajorGCCount,MajorGCTime_ms
20260310_160326,5,100.57,tiered-full,768m,0.45,0.5,4,9.44,13.73,23.02,283.74,492.83,42,919,0,0
20260310_160638,5,106.177,no-tiered-c2,768m,0.45,0.5,4,9.44,13.73,23.02,270.57,468.93,48,986,0,0
