timestamp,query,elapsed_s,jvm_config,executor_memory,memory_fraction,storage_fraction,shuffle_partitions,OnHeapExecutionMemory_MB,OnHeapStorageMemory_MB,OnHeapUnifiedMemory_MB,JVMHeapMemory_MB,ProcessTreeJVMRSS_MB,MinorGCCount,MinorGCTime_ms,MajorGCCount,MajorGCTime_ms
20260310_155220,3,105.214,tiered-full,768m,0.45,0.5,4,10.49,7.13,17.62,284.04,515.36,52,1022,0,0
20260310_160019,3,108.549,no-tiered-c2,768m,0.45,0.5,4,10.49,7.12,17.61,227.4,451.52,66,965,0,0
