Query1 dietpi liberica mem640m default workermem640,324440,221
Query1 dietpi liberica mem512m default workermem640,301348,223
Query1 dietpi liberica mem512m default workermem768,303200,222
Query1 dietpi liberica mem640m default workermem768,304208,221
